bookingID,guestID,roomID,checkIn,checkOut,status
B13476,G01652,R0962,2023-12-29,,Confirmed
B13477,G00168,R0567,2024-06-16,2024-06-16,Checked Out
B13478,G01570,R0957,2025-05-22,2025-05-22,Confirmed
B13479,G01764,R0053,2024-06-15,2024-06-15,Checked Out
B13480,G01973,R0544,2023-09-02,,Confirmed
B13481,G00627,R0420,2025-02-28,2025-02-28,Checked In
B13482,G00136,R0846,2024-06-03,2024-06-03,Checked In
B13483,G00234,R0598,2024-11-05,2024-11-05,Confirmed
B13484,G00541,R0955,2025-04-05,2025-04-05,Confirmed
B13485,G00850,R0121,2025-01-09,2025-01-09,Cancelled
B13486,G01677,R0213,2024-08-30,2024-08-30,Checked Out
B13487,G01519,R0284,2023-11-03,2023-11-03,Cancelled
B13488,G00073,R0602,2025-03-12,2025-03-12,Checked Out
B13489,G00675,R0973,2023-12-02,2023-12-02,Checked Out
B13490,G00211,R0333,2025-03-29,2025-03-29,Checked In
B13491,G01150,R0744,2024-02-06,2024-02-06,Checked In
B13492,G01138,R0540,2024-07-17,2024-07-17,Confirmed
B13493,G01064,R0924,2024-10-07,,Checked Out
B13494,G00315,R0767,2024-05-27,2024-05-27,Cancelled
B13495,G01871,R0503,2023-10-09,,Cancelled
B13496,G00365,R0816,2024-11-16,2024-11-16,Cancelled
B13497,G01225,R0526,2024-08-29,2024-08-29,Checked In
B13498,G01355,R0375,2024-09-15,2024-09-15,Cancelled
B13499,G00557,R0376,2023-09-10,,Cancelled
B13500,G00133,R0955,2024-10-19,2024-10-19,Checked In
B13501,G00652,R0279,2025-03-11,2025-03-11,Checked Out
B13502,G00269,R0498,2025-02-24,2025-02-24,Cancelled
B13503,G01433,R0297,2023-12-23,2023-12-23,Cancelled
B13504,G00860,R0323,2024-09-24,,Checked Out
B13505,G00546,R0368,2023-10-12,2023-10-12,Checked In
B13506,G00935,R0932,2024-11-22,2024-11-22,Confirmed
B13507,G01453,R0687,2024-02-08,,Checked In
B13508,G01650,R0544,2024-03-28,2024-03-28,Checked In
B13509,G01318,R0270,2025-04-11,2025-04-11,Checked In
B13510,G00628,R0202,2023-12-18,2023-12-18,Confirmed
B13511,G01114,R0193,2023-09-20,2023-09-20,Checked In
B13512,G01398,R0842,2024-03-09,2024-03-09,Cancelled
B13513,G01602,R0916,2024-08-06,2024-08-06,Checked Out
B13514,G00768,R0620,2024-05-01,2024-05-01,Checked Out
B13515,G00471,R0685,2023-08-20,2023-08-20,Checked Out
B13516,G01084,R0280,2024-03-19,,Checked In
B13517,G00491,R0052,2024-08-09,2024-08-09,Cancelled
B13518,G00146,R0524,2024-10-30,2024-10-30,Confirmed
B13519,G00593,R0167,2025-01-28,2025-01-28,Confirmed
B13520,G00804,R0832,2023-11-10,2023-11-10,Checked Out
B13521,G00653,R0903,2024-01-07,2024-01-07,Checked In
B13522,G00383,R0756,2025-04-23,,Confirmed
B13523,G00574,R0218,2023-06-26,,Confirmed
B13524,G00390,R0921,2024-07-22,2024-07-22,Cancelled
B13525,G01743,R0437,2024-03-09,,Checked In
B13526,G00437,R0433,2023-10-05,2023-10-05,Checked In
B13527,G00565,R0232,2024-07-28,2024-07-28,Confirmed
B13528,G01937,R0681,2025-05-02,2025-05-02,Confirmed
B13529,G01597,R0255,2023-11-29,2023-11-29,Checked Out
B13530,G00357,R0455,2025-01-30,2025-01-30,Checked Out
B13531,G01867,R0234,2024-01-15,,Checked In
B13532,G01920,R0269,2024-05-13,2024-05-13,Cancelled
B13533,G00084,R0735,2024-04-25,,Cancelled
B13534,G01652,R0991,2024-09-21,2024-09-21,Confirmed
B13535,G00377,R0725,2024-03-03,2024-03-03,Cancelled
B13536,G01225,R0560,2024-10-12,2024-10-12,Checked In
B13537,G00076,R0390,2025-02-13,2025-02-13,Checked In
B13538,G00812,R0887,2024-07-29,,Confirmed
B13539,G00712,R0057,2024-09-12,2024-09-12,Cancelled
B13540,G00624,R0625,2025-04-24,2025-04-24,Confirmed
B13541,G00149,R0437,2024-08-14,,Confirmed
B13542,G00715,R0872,2023-09-01,2023-09-01,Checked In
B13543,G01779,R0642,2023-09-15,2023-09-15,Checked Out
B13544,G00098,R0291,2024-02-08,2024-02-08,Cancelled
B13545,G01580,R0524,2025-04-09,2025-04-09,Cancelled
B13546,G00017,R0280,2024-04-30,2024-04-30,Confirmed
B13547,G01674,R0697,2024-01-18,2024-01-18,Checked In
B13548,G01295,R0200,2025-05-21,2025-05-21,Checked In
B13549,G01822,R0718,2025-02-02,,Checked Out
B13550,G00165,R0278,2025-03-31,2025-03-31,Confirmed
B13551,G01302,R0083,2025-06-09,2025-06-09,Cancelled
B13552,G00107,R0803,2025-01-02,2025-01-02,Checked Out
B13553,G01069,R0732,2024-09-03,2024-09-03,Cancelled
B13554,G00015,R0582,2023-11-04,2023-11-04,Checked Out
B13555,G00034,R0675,2025-05-09,2025-05-09,Checked In
B13556,G01172,R0116,2023-07-10,,Checked In
B13557,G00292,R0827,2023-09-14,2023-09-14,Checked Out
B13558,G01592,R0208,2023-09-23,2023-09-23,Checked Out
B13559,G01217,R0802,2025-05-17,2025-05-17,Cancelled
B13560,G00201,R0519,2024-02-07,,Cancelled
B13561,G01780,R0016,2025-01-03,2025-01-03,Checked In
B13562,G00458,R0621,2023-10-16,2023-10-16,Checked Out
B13563,G01074,R0188,2024-08-07,2024-08-07,Checked Out
B13564,G01163,R0972,2024-03-15,2024-03-15,Cancelled
B13565,G01951,R0643,2025-05-19,2025-05-19,Confirmed
B13566,G00551,R0771,2025-04-03,,Checked In
B13567,G00662,R0857,2023-06-24,2023-06-24,Checked In
B13568,G00853,R0970,2023-11-10,2023-11-10,Cancelled
B13569,G01791,R0937,2024-09-29,2024-09-29,Checked In
B13570,G01680,R0979,2024-03-04,2024-03-04,Checked In
B13571,G01375,R0023,2023-08-17,,Confirmed
B13572,G01694,R0644,2023-07-21,2023-07-21,Checked In
B13573,G00779,R0936,2025-02-05,2025-02-05,Cancelled
B13574,G00465,R0015,2024-10-03,2024-10-03,Confirmed
B13575,G00881,R0870,2025-06-13,,Cancelled
B13576,G00136,R0197,2023-11-28,2023-11-28,Confirmed
B13577,G00130,R0325,2025-04-12,2025-04-12,Checked In
B13578,G01874,R0280,2024-08-04,2024-08-04,Checked In
B13579,G01493,R0932,2024-08-06,2024-08-06,Checked Out
B13580,G01446,R0192,2024-04-23,2024-04-23,Checked Out
B13581,G01419,R0566,2025-02-05,2025-02-05,Checked Out
B13582,G01462,R0455,2023-06-30,2023-06-30,Confirmed
B13583,G01283,R0039,2025-03-06,2025-03-06,Cancelled
B13584,G00791,R0485,2023-11-03,2023-11-03,Checked In
B13585,G01847,R0355,2024-03-02,2024-03-02,Checked In
B13586,G00390,R0548,2024-06-12,,Cancelled
B13587,G01718,R0151,2025-01-16,2025-01-16,Checked Out
B13588,G01635,R0956,2023-09-14,2023-09-14,Checked Out
B13589,G01202,R0759,2025-01-10,2025-01-10,Confirmed
B13590,G01120,R0948,2024-03-09,2024-03-09,Cancelled
B13591,G01020,R0382,2025-04-13,2025-04-13,Confirmed
B13592,G00130,R0793,2023-08-02,,Confirmed
B13593,G00873,R0307,2023-07-23,2023-07-23,Confirmed
B13594,G01891,R0473,2024-08-20,2024-08-20,Checked In
B13595,G01564,R0390,2025-03-06,2025-03-06,Checked In
B13596,G00718,R0949,2024-06-06,2024-06-06,Checked In
B13597,G00797,R0075,2025-03-06,2025-03-06,Confirmed
B13598,G01791,R0096,2024-02-18,2024-02-18,Cancelled
B13599,G01817,R0039,2024-05-18,2024-05-18,Checked In
B13600,G01607,R0008,2024-03-15,2024-03-15,Cancelled
B13601,G00602,R0594,2023-09-06,2023-09-06,Checked Out
B13602,G00823,R0091,2024-07-26,,Checked In
B13603,G01589,R0338,2025-02-10,2025-02-10,Checked In
B13604,G01894,R0276,2024-05-26,2024-05-26,Confirmed
B13605,G01499,R0142,2023-12-19,,Checked Out
B13606,G00512,R0905,2023-10-18,2023-10-18,Confirmed
B13607,G00762,R0274,2024-12-02,2024-12-02,Checked In
B13608,G00961,R0302,2023-12-22,2023-12-22,Confirmed
B13609,G00014,R0552,2024-04-08,2024-04-08,Cancelled
B13610,G00306,R0498,2024-08-11,,Confirmed
B13611,G00553,R0045,2024-06-11,2024-06-11,Checked In
B13612,G00237,R0205,2023-12-30,2023-12-30,Checked In
B13613,G01237,R0517,2024-04-19,2024-04-19,Checked Out
B13614,G00901,R0995,2023-08-06,2023-08-06,Checked Out
B13615,G01836,R0241,2023-08-03,2023-08-03,Confirmed
B13616,G01717,R0299,2024-04-25,2024-04-25,Confirmed
B13617,G00847,R0635,2024-02-14,2024-02-14,Checked In
B13618,G01375,R0335,2025-02-12,,Checked In
B13619,G01089,R0416,2023-10-21,,Checked Out
B13620,G01896,R0679,2024-09-12,2024-09-12,Cancelled
B13621,G01724,R0110,2024-02-12,,Cancelled
B13622,G01597,R0693,2023-10-27,2023-10-27,Cancelled
B13623,G01258,R0298,2025-04-08,2025-04-08,Checked Out
B13624,G00169,R0361,2025-04-19,,Checked Out
B13625,G01815,R0833,2025-03-22,2025-03-22,Cancelled
B13626,G00603,R0054,2024-11-06,2024-11-06,Checked In
B13627,G00994,R0935,2025-05-19,,Checked In
B13628,G00890,R0603,2025-01-04,2025-01-04,Cancelled
B13629,G00605,R0136,2023-12-16,2023-12-16,Confirmed
B13630,G01077,R0236,2025-04-21,2025-04-21,Checked In
B13631,G01807,R0636,2024-12-03,2024-12-03,Confirmed
B13632,G01327,R0213,2025-03-30,,Checked Out
B13633,G00147,R0601,2023-12-21,2023-12-21,Cancelled
B13634,G00788,R0792,2025-03-16,2025-03-16,Cancelled
B13635,G01657,R0049,2023-09-17,2023-09-17,Cancelled
B13636,G01694,R0641,2024-04-13,2024-04-13,Checked In
B13637,G01284,R0445,2023-06-28,2023-06-28,Confirmed
B13638,G00654,R0283,2024-03-05,2024-03-05,Checked Out
B13639,G01030,R0757,2024-09-20,2024-09-20,Checked In
B13640,G00817,R0796,2024-12-26,2024-12-26,Cancelled
B13641,G01546,R0641,2023-10-03,,Confirmed
B13642,G00990,R0530,2025-01-16,2025-01-16,Checked Out
B13643,G01963,R0217,2023-07-26,2023-07-26,Cancelled
B13644,G01153,R0997,2023-06-28,,Cancelled
B13645,G01437,R0291,2024-05-04,2024-05-04,Checked Out
B13646,G01210,R0809,2023-11-12,2023-11-12,Cancelled
B13647,G00143,R0299,2025-02-11,2025-02-11,Checked Out
B13648,G01918,R0239,2024-02-10,2024-02-10,Checked Out
B13649,G01339,R0520,2025-02-18,2025-02-18,Checked In
B13650,G01446,R0659,2023-12-22,2023-12-22,Checked Out
B13651,G00930,R0196,2024-07-11,2024-07-11,Cancelled
B13652,G00916,R0814,2024-06-15,2024-06-15,Cancelled
B13653,G00838,R0108,2024-05-04,,Checked In
B13654,G01346,R0699,2024-11-10,2024-11-10,Checked In
B13655,G00683,R0446,2023-06-25,2023-06-25,Cancelled
B13656,G01577,R0985,2023-08-15,2023-08-15,Checked Out
B13657,G01133,R0965,2024-06-06,2024-06-06,Checked In
B13658,G00802,R0510,2023-07-09,2023-07-09,Checked Out
B13659,G01322,R0947,2024-04-24,,Confirmed
B13660,G00739,R0419,2023-08-11,2023-08-11,Checked In
B13661,G00298,R0069,2024-12-06,2024-12-06,Cancelled
B13662,G00449,R0078,2023-08-10,2023-08-10,Checked In
B13663,G01975,R0402,2024-12-15,2024-12-15,Checked In
B13664,G00522,R0796,2023-10-27,2023-10-27,Checked In
B13665,G00783,R0395,2023-07-10,2023-07-10,Checked Out
B13666,G00112,R0681,2023-09-21,2023-09-21,Confirmed
B13667,G01891,R0416,2024-09-23,2024-09-23,Checked Out
B13668,G01131,R0508,2023-10-23,2023-10-23,Checked In
B13669,G01898,R0861,2025-04-16,2025-04-16,Confirmed
B13670,G01233,R0854,2025-05-04,2025-05-04,Checked In
B13671,G01667,R0973,2025-03-15,2025-03-15,Confirmed
B13672,G01393,R0529,2024-02-26,2024-02-26,Confirmed
B13673,G01783,R0718,2024-02-01,2024-02-01,Checked In
B13674,G01956,R0150,2023-06-24,,Confirmed
B13675,G00165,R0410,2024-07-19,2024-07-19,Checked Out
B13676,G00258,R0423,2025-06-10,,Cancelled
B13677,G01726,R0676,2024-12-01,2024-12-01,Checked Out
B13678,G00377,R0955,2024-05-21,2024-05-21,Checked In
B13679,G01703,R0690,2023-10-16,2023-10-16,Checked Out
B13680,G01034,R0160,2024-08-10,2024-08-10,Checked In
B13681,G00830,R0813,2023-07-24,2023-07-24,Checked In
B13682,G01852,R0643,2024-09-19,2024-09-19,Cancelled
B13683,G01274,R0586,2024-05-10,,Checked In
B13684,G00841,R0848,2024-02-11,2024-02-11,Checked In
B13685,G00120,R0507,2025-02-15,2025-02-15,Cancelled
B13686,G01619,R0699,2024-09-14,2024-09-14,Checked Out
B13687,G01607,R0399,2024-08-04,2024-08-04,Checked In
B13688,G01866,R0971,2024-03-25,2024-03-25,Checked Out
B13689,G00640,R0904,2023-12-25,,Checked Out
B13690,G01921,R0940,2025-03-04,2025-03-04,Checked Out
B13691,G00955,R0535,2025-03-31,2025-03-31,Checked Out
B13692,G00396,R0793,2023-07-17,2023-07-17,Checked In
B13693,G01259,R0269,2024-04-30,2024-04-30,Checked Out
B13694,G01040,R0438,2024-01-30,2024-01-30,Confirmed
B13695,G01929,R0416,2023-07-23,2023-07-23,Confirmed
B13696,G01679,R0571,2025-04-08,2025-04-08,Checked In
B13697,G00968,R0464,2024-01-09,2024-01-09,Confirmed
B13698,G01438,R0316,2024-03-18,2024-03-18,Cancelled
B13699,G01512,R0888,2024-04-23,2024-04-23,Confirmed
B13700,G00708,R0454,2024-01-23,,Confirmed
B13701,G01381,R0612,2024-08-20,2024-08-20,Checked In
B13702,G00563,R0221,2023-09-27,,Checked Out
B13703,G01769,R0173,2024-10-24,2024-10-24,Confirmed
B13704,G01715,R0810,2025-03-17,2025-03-17,Cancelled
B13705,G00968,R0049,2024-04-10,2024-04-10,Cancelled
B13706,G00581,R0051,2023-09-10,2023-09-10,Checked Out
B13707,G01231,R0828,2025-06-01,2025-06-01,Confirmed
B13708,G01031,R0885,2024-05-17,,Confirmed
B13709,G01215,R0699,2023-11-27,,Checked In
B13710,G01708,R0500,2025-04-18,2025-04-18,Cancelled
B13711,G00085,R0726,2023-08-02,2023-08-02,Confirmed
B13712,G00660,R0768,2024-01-08,2024-01-08,Confirmed
B13713,G00041,R0952,2023-11-30,2023-11-30,Checked Out
B13714,G00559,R0733,2024-01-15,2024-01-15,Confirmed
B13715,G00812,R0963,2023-10-22,2023-10-22,Checked Out
B13716,G00033,R0831,2024-03-13,,Cancelled
B13717,G00942,R0578,2024-12-23,2024-12-23,Confirmed
B13718,G01833,R0457,2024-01-15,2024-01-15,Cancelled
B13719,G00019,R0884,2024-04-12,2024-04-12,Checked Out
B13720,G00096,R0264,2024-09-01,2024-09-01,Confirmed
B13721,G00744,R0019,2024-10-24,2024-10-24,Confirmed
B13722,G00847,R0432,2025-05-26,,Checked In
B13723,G01695,R0325,2023-09-16,2023-09-16,Cancelled
B13724,G00469,R0084,2025-03-30,2025-03-30,Checked In
B13725,G01761,R0468,2023-11-01,2023-11-01,Cancelled
B13726,G00176,R0274,2023-11-13,2023-11-13,Checked Out
B13727,G00678,R0353,2025-04-05,2025-04-05,Confirmed
B13728,G00933,R0628,2023-06-30,2023-06-30,Checked In
B13729,G00804,R0352,2025-06-14,2025-06-14,Cancelled
B13730,G00781,R0221,2025-01-12,2025-01-12,Checked Out
B13731,G01910,R0195,2025-05-05,2025-05-05,Cancelled
B13732,G00445,R0236,2024-03-12,2024-03-12,Checked Out
B13733,G01491,R0738,2025-01-21,2025-01-21,Confirmed
B13734,G01876,R0878,2023-10-08,2023-10-08,Checked In
B13735,G00561,R0833,2025-03-18,2025-03-18,Checked In
B13736,G01421,R0751,2024-09-29,2024-09-29,Confirmed
B13737,G00586,R0942,2025-02-23,2025-02-23,Cancelled
B13738,G00194,R0368,2023-08-15,2023-08-15,Confirmed
B13739,G01693,R1000,2024-01-25,2024-01-25,Checked In
B13740,G00533,R0520,2023-11-05,2023-11-05,Cancelled
B13741,G00672,R0592,2023-10-13,2023-10-13,Cancelled
B13742,G00986,R0572,2025-05-21,2025-05-21,Checked In
B13743,G01717,R0456,2025-02-22,2025-02-22,Checked In
B13744,G00094,R0160,2025-01-27,2025-01-27,Checked In
B13745,G01531,R0560,2024-09-20,2024-09-20,Checked In
B13746,G00815,R0186,2024-09-27,2024-09-27,Confirmed
B13747,G00870,R0154,2024-02-06,2024-02-06,Confirmed
B13748,G01832,R0427,2023-06-22,2023-06-22,Cancelled
B13749,G01511,R0328,2023-11-07,2023-11-07,Checked Out
B13750,G00815,R0727,2025-04-14,2025-04-14,Checked Out
B13751,G01648,R0173,2025-01-04,2025-01-04,Confirmed
B13752,G00849,R0461,2024-05-16,2024-05-16,Checked Out
B13753,G00807,R0080,2024-12-17,2024-12-17,Checked Out
B13754,G01560,R0393,2024-10-26,2024-10-26,Confirmed
B13755,G00344,R0859,2024-08-23,2024-08-23,Cancelled
B13756,G00315,R0367,2024-08-01,,Checked Out
B13757,G01249,R0738,2025-05-30,2025-05-30,Checked Out
B13758,G00006,R0996,2025-03-23,,Checked In
B13759,G00202,R0400,2024-01-23,2024-01-23,Checked In
B13760,G00026,R0530,2024-09-22,2024-09-22,Cancelled
B13761,G00600,R0027,2024-12-09,2024-12-09,Checked Out
B13762,G01864,R0306,2025-01-21,2025-01-21,Checked In
B13763,G01512,R0747,2023-07-20,2023-07-20,Checked In
B13764,G01794,R0334,2024-10-15,2024-10-15,Confirmed
B13765,G00076,R0049,2024-02-07,2024-02-07,Confirmed
B13766,G00375,R0232,2024-10-11,2024-10-11,Checked Out
B13767,G00817,R0868,2023-11-02,2023-11-02,Cancelled
B13768,G00270,R0495,2025-01-14,,Checked Out
B13769,G01029,R0271,2024-11-19,2024-11-19,Confirmed
B13770,G00655,R0963,2024-12-26,,Checked Out
B13771,G00260,R0390,2023-10-27,2023-10-27,Confirmed
B13772,G00127,R0519,2025-06-01,2025-06-01,Checked In
B13773,G00246,R0480,2025-01-06,2025-01-06,Cancelled
B13774,G01869,R0151,2024-07-16,2024-07-16,Confirmed
B13775,G01796,R0263,2024-03-12,,Checked Out
B13776,G01428,R0154,2024-07-16,,Checked Out
B13777,G00017,R0167,2025-03-04,2025-03-04,Cancelled
B13778,G01083,R0151,2024-07-19,2024-07-19,Checked Out
B13779,G01687,R0809,2023-07-02,2023-07-02,Checked Out
B13780,G01614,R0692,2024-11-27,2024-11-27,Confirmed
B13781,G01675,R0257,2025-06-02,,Checked Out
B13782,G00053,R0271,2023-06-24,,Confirmed
B13783,G01336,R0082,2025-01-29,2025-01-29,Confirmed
B13784,G00821,R0738,2025-02-13,2025-02-13,Confirmed
B13785,G01476,R0995,2024-11-25,2024-11-25,Checked Out
B13786,G01735,R0216,2024-03-07,,Checked Out
B13787,G01709,R0081,2024-02-07,2024-02-07,Checked In
B13788,G01216,R0367,2025-02-12,2025-02-12,Confirmed
B13789,G00727,R0054,2024-01-16,,Confirmed
B13790,G01601,R0519,2025-05-08,2025-05-08,Checked In
B13791,G01294,R0768,2023-10-15,2023-10-15,Confirmed
B13792,G01328,R0139,2023-10-13,2023-10-13,Confirmed
B13793,G01767,R0546,2024-10-23,2024-10-23,Cancelled
B13794,G01253,R0328,2024-10-09,2024-10-09,Checked Out
B13795,G00329,R0776,2023-07-11,2023-07-11,Cancelled
B13796,G01368,R0982,2025-02-21,2025-02-21,Confirmed
B13797,G01885,R0829,2023-11-21,2023-11-21,Checked In
B13798,G00300,R0126,2024-04-02,,Checked In
B13799,G00685,R0075,2024-01-30,2024-01-30,Cancelled
B13800,G00083,R0408,2024-03-29,,Confirmed
B13801,G00571,R0053,2024-09-08,2024-09-08,Cancelled
B13802,G00320,R0233,2025-02-16,2025-02-16,Confirmed
B13803,G00785,R0868,2024-01-22,2024-01-22,Confirmed
B13804,G01676,R0989,2024-11-13,,Cancelled
B13805,G00014,R0278,2025-05-09,2025-05-09,Checked Out
B13806,G01770,R0335,2023-12-11,2023-12-11,Confirmed
B13807,G01387,R0347,2024-09-29,2024-09-29,Checked Out
B13808,G01654,R0611,2024-12-12,2024-12-12,Cancelled
B13809,G00999,R0945,2023-08-20,2023-08-20,Checked Out
B13810,G01103,R0665,2024-02-05,2024-02-05,Cancelled
B13811,G01189,R0855,2024-07-04,2024-07-04,Checked In
B13812,G01701,R0501,2024-06-28,2024-06-28,Confirmed
B13813,G01828,R0077,2024-07-24,2024-07-24,Checked In
B13814,G01286,R0945,2025-06-02,2025-06-02,Checked In
B13815,G01784,R0029,2025-03-13,,Checked Out
B13816,G01654,R0410,2025-01-08,,Checked Out
B13817,G01896,R0060,2024-03-22,2024-03-22,Confirmed
B13818,G00990,R0730,2023-11-06,,Cancelled
B13819,G00176,R0103,2023-09-20,2023-09-20,Checked In
B13820,G00530,R0195,2024-10-19,,Checked Out
B13821,G01874,R0859,2023-08-06,,Confirmed
B13822,G01603,R0167,2025-01-03,2025-01-03,Checked Out
B13823,G00961,R0620,2025-01-01,2025-01-01,Checked In
B13824,G01389,R0381,2023-09-29,,Checked In
B13825,G01354,R0257,2024-08-15,2024-08-15,Checked Out
B13826,G00495,R0216,2023-11-20,2023-11-20,Confirmed
B13827,G01198,R0760,2024-10-25,,Cancelled
B13828,G01275,R0093,2023-08-25,2023-08-25,Checked In
B13829,G00106,R0598,2025-04-30,2025-04-30,Confirmed
B13830,G01310,R0339,2024-08-17,2024-08-17,Checked Out
B13831,G00147,R0495,2024-03-17,2024-03-17,Checked Out
B13832,G00334,R0823,2023-11-19,,Checked Out
B13833,G00378,R0364,2025-01-13,2025-01-13,Checked Out
B13834,G01301,R0103,2024-05-24,,Cancelled
B13835,G01359,R0694,2023-10-11,2023-10-11,Checked In
B13836,G01206,R0671,2023-08-04,2023-08-04,Cancelled
B13837,G01431,R0114,2025-04-29,2025-04-29,Cancelled
B13838,G01916,R0611,2025-02-19,2025-02-19,Cancelled
B13839,G00892,R0812,2023-12-28,2023-12-28,Confirmed
B13840,G00002,R0688,2023-07-21,2023-07-21,Cancelled
B13841,G01340,R0901,2024-08-26,,Checked Out
B13842,G00016,R0279,2024-12-17,2024-12-17,Checked In
B13843,G01391,R0212,2024-03-15,,Checked In
B13844,G00043,R0611,2024-12-09,,Confirmed
B13845,G01348,R0636,2024-05-21,2024-05-21,Confirmed
B13846,G01171,R0416,2024-02-16,2024-02-16,Checked Out
B13847,G01884,R0983,2024-12-20,2024-12-20,Checked In
B13848,G00285,R0982,2025-01-27,2025-01-27,Cancelled
B13849,G00934,R0003,2024-10-02,2024-10-02,Cancelled
B13850,G01307,R0303,2025-06-15,2025-06-15,Checked Out
B13851,G01180,R0176,2025-05-13,2025-05-13,Checked Out
B13852,G00007,R0658,2023-06-30,2023-06-30,Cancelled
B13853,G01832,R0584,2024-10-28,2024-10-28,Checked Out
B13854,G01022,R0514,2025-05-12,,Checked In
B13855,G00562,R0151,2025-02-21,2025-02-21,Cancelled
B13856,G00276,R0049,2024-12-27,2024-12-27,Checked In
B13857,G00804,R0276,2024-06-07,2024-06-07,Checked Out
B13858,G00398,R0477,2024-02-08,2024-02-08,Checked Out
B13859,G01124,R0683,2024-06-09,2024-06-09,Checked In
B13860,G01343,R0269,2024-09-16,2024-09-16,Cancelled
B13861,G00153,R0287,2023-12-27,2023-12-27,Confirmed
B13862,G00488,R0420,2024-04-13,2024-04-13,Cancelled
B13863,G01633,R0422,2024-06-01,2024-06-01,Checked In
B13864,G01307,R0583,2023-07-23,2023-07-23,Cancelled
B13865,G01755,R0417,2024-09-16,2024-09-16,Confirmed
B13866,G01956,R0016,2024-01-20,2024-01-20,Cancelled
B13867,G01456,R0379,2023-12-10,2023-12-10,Confirmed
B13868,G00332,R0052,2024-12-16,2024-12-16,Confirmed
B13869,G01133,R0094,2023-12-19,2023-12-19,Checked Out
B13870,G01656,R0080,2025-06-01,2025-06-01,Cancelled
B13871,G01433,R0443,2024-06-10,2024-06-10,Confirmed
B13872,G01807,R0998,2025-05-31,2025-05-31,Checked Out
B13873,G00074,R0224,2024-10-18,2024-10-18,Confirmed
B13874,G01543,R0362,2025-01-14,2025-01-14,Cancelled
B13875,G01937,R0835,2023-08-09,,Checked In
B13876,G01306,R0025,2024-04-28,2024-04-28,Cancelled
B13877,G01167,R0674,2024-07-01,,Cancelled
B13878,G00008,R0187,2024-04-14,2024-04-14,Confirmed
B13879,G00645,R0723,2025-03-12,2025-03-12,Checked In
B13880,G01635,R0142,2024-03-06,,Checked In
B13881,G01485,R0331,2023-09-05,2023-09-05,Confirmed
B13882,G01588,R0016,2024-05-29,2024-05-29,Checked Out
B13883,G00715,R0256,2024-06-15,,Cancelled
B13884,G01277,R0466,2024-08-09,2024-08-09,Checked Out
B13885,G00501,R0733,2024-07-13,2024-07-13,Confirmed
B13886,G01743,R0225,2024-06-16,2024-06-16,Checked In
B13887,G01906,R0221,2023-09-02,,Cancelled
B13888,G01868,R0843,2023-08-09,2023-08-09,Cancelled
B13889,G01018,R0757,2023-08-08,,Cancelled
B13890,G00272,R0686,2025-06-06,2025-06-06,Cancelled
B13891,G00025,R0903,2025-05-19,2025-05-19,Confirmed
B13892,G01131,R0752,2023-10-28,2023-10-28,Confirmed
B13893,G01440,R0766,2024-07-23,,Checked Out
B13894,G00264,R0134,2023-09-01,2023-09-01,Checked In
B13895,G00962,R0312,2025-05-13,2025-05-13,Cancelled
B13896,G01809,R0384,2023-10-30,2023-10-30,Checked In
B13897,G00743,R0371,2023-08-18,2023-08-18,Confirmed
B13898,G01963,R0608,2023-08-13,2023-08-13,Confirmed
B13899,G00436,R0843,2024-09-24,2024-09-24,Checked Out
B13900,G00162,R0370,2025-04-21,2025-04-21,Checked Out
B13901,G01601,R0370,2023-08-19,2023-08-19,Checked Out
B13902,G01672,R0784,2023-12-04,2023-12-04,Confirmed
B13903,G00380,R0407,2024-04-07,2024-04-07,Checked In
B13904,G01688,R0439,2023-06-20,2023-06-20,Checked In
